,number of threads,n,m,fraction of member operations,fraction of insert operations,fraction of delete operations,number of iterations,remaining nodes,Execution Time
32,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3336.0,0.100733
33,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3332.0,0.084133
34,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3320.0,0.103004
35,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3334.0,0.204692
36,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3332.0,0.128591
37,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3347.0,0.126996
38,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3319.0,0.118907
39,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3350.0,0.125673
40,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3340.0,0.114211
41,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3335.0,0.085823
42,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3321.0,0.082888
43,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3339.0,0.090899
44,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.106827
45,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.127652
46,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.11519
47,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3339.0,0.113283
48,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3321.0,0.116574
49,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3326.0,0.109298
50,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3347.0,0.079863
51,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3328.0,0.092275
52,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3337.0,0.080136
53,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3304.0,0.080606
54,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3312.0,0.073982
55,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3330.0,0.074923
56,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3323.0,0.082446
57,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3324.0,0.083566
58,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3326.0,0.080662
59,2.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.080622
60,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.082225
61,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3337.0,0.081731
62,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3310.0,0.090594
63,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3319.0,0.104409
64,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3331.0,0.120151
65,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3320.0,0.10996
66,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3313.0,0.11889
67,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.12839
68,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3318.0,0.113048
69,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3335.0,0.113372
70,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3319.0,0.128473
71,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.124951
72,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.144353
73,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3319.0,0.145991
74,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3314.0,0.137207
75,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3326.0,0.143524
76,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.147783
77,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3333.0,0.096215
78,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.077492
79,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3317.0,0.113364
80,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3333.0,0.130555
81,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3316.0,0.121065
82,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3332.0,0.110358
83,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3317.0,0.091904
84,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3336.0,0.098021
85,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3329.0,0.154541
86,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3328.0,0.116443
87,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3346.0,0.129342
88,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3340.0,0.138706
89,4.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3345.0,0.119393
90,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3321.0,0.29208
91,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3339.0,0.145001
92,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3347.0,0.126076
93,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3342.0,0.150296
94,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3336.0,0.132457
95,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3355.0,0.187221
96,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3334.0,0.130266
97,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3321.0,0.154313
98,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3326.0,0.130138
99,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3317.0,0.190885
100,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3298.0,0.082607
101,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3324.0,0.086342
102,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3316.0,0.202165
103,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3319.0,0.159573
104,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3299.0,0.102874
105,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3309.0,0.128668
106,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3304.0,0.149786
107,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3322.0,0.158105
108,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3324.0,0.144197
109,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3309.0,0.138983
110,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3327.0,0.155194
111,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3323.0,0.457157
112,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3324.0,0.100407
113,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3324.0,0.082233
114,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3322.0,0.087822
115,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3307.0,0.084112
116,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3315.0,0.102917
117,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3334.0,0.136874
118,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3340.0,0.136086
119,8.0,1000.0,10000.0,0.5,0.25,0.25,30.0,3342.0,0.128049
